lote_id;produto_id;unidade_id;data_inicio;quantidade_planejada;quantidade_produzida;horas_planejadas;horas_reais;refugo_kg;consumo_energia_kwh;consumo_agua_l
L002663;P001;U01;2025-01-13;1237,81;1238,13;7,23;7,63;48,21;756,08;2225,0
L002664;P008;U01;2026-07-17;702,41;684,77;5,56;5,27;3,06;383,74;1243,14
L002665;P006;U01;2025-12-03;263,61;233,17;1,74;2,21;3,61;109,86;187,55
L002666;P001;U02;2024-04-19;280,45;251,24;2,06;2,14;4,72;150,24;430,73
L002667;P004;U02;2024-01-02;778,07;713,2;4,97;6,27;18,15;230,17;1090,88
L002668;P003;U02;2025-04-15;722,88;663,71;3,5;4,12;16,79;193,86;995,07
L002669;P003;U03;2024-01-14;1514,85;1415,82;7,47;9,22;62,59;697,61;2628,44
L002670;P004;U03;2024-12-22;1556,81;1402,74;8,26;8,74;25,56;765,25;1501,76
L002671;P002;U02;2026-01-15;1136,86;1085,35;7,28;7,39;12,19;440,81;1724,25
L002672;P002;U02;2024-09-02;1746,83;1561,0;8,61;9,45;53,39;569,45;3746,93
L002673;P006;U03;2025-08-19;2132,69;2013,19;14,71;15,14;32,57;490,27;1775,64
L002674;P004;U03;2024-08-22;1741,55;1745,01;11,34;14,26;10,45;441,31;4751,13
L002675;P003;U01;2026-05-05;1286,36;1178,67;6,95;8,9;42,94;515,68;2594,03
L002676;P006;U01;2024-03-11;359,63;353,59;1,84;2,34;4,67;209,32;340,44
L002677;P003;U03;2025-05-16;241,26;241,89;1,72;1,8;8,05;113,06;643,93
L002678;P006;U03;2025-06-25;1276,99;1102,97;6,89;9,1;38,47;302,5;2357,39
L002679;P007;U02;2025-07-21;607,85;606,71;3,96;5,05;18,46;222,1;1510,56
L002680;P004;U03;2024-10-12;1575,82;1357,8;12,57;14,36;29,79;347,9;1362,24
L002681;P001;U03;2024-07-29;644,76;617,68;3,57;3,59;26,97;339,93;1071,73
L002682;P001;U03;2026-06-28;1333,96;1165,35;8,32;9,39;5,62;335,49;1562,6
L002683;P003;U03;2026-07-22;1940,27;1670,77;12,91;11,82;14,4;1033,14;4059,83
L002684;P008;U01;2025-02-21;864,96;822,19;4,61;5,72;36,9;209,04;2023,61
L002685;P004;U03;2026-01-11;2101,57;1913,31;12,37;15,57;32,36;485,59;2038,88
L002686;P002;U02;2025-02-17;1707,41;1668,69;12,34;12,62;43,8;645,34;1721,57
L002687;P006;U03;2025-03-19;1554,49;1428,26;8,46;8,75;25,82;588,35;2775,59
L002688;P005;U02;2025-05-16;1900,92;1717,08;14,95;19,67;74,82;648,63;4201,11
L002689;P001;U01;2024-06-02;1827,31;1606,54;10,35;13,7;8,47;458,91;3918,58
L002690;P003;U01;2025-07-09;1760,85;1666,25;9,62;11,56;68,9;829,7;1522,34
L002691;P001;U03;2025-07-09;2153,79;1933,25;13,03;16,27;62,47;508,07;3018,51
L002692;P002;U01;2024-01-30;1258,37;1257,63;8,75;9,42;26,23;494,78;3118,86
L002693;P003;U03;2025-07-05;381,23;389,61;2,73;3,58;9,65;231,03;721,06
L002694;P008;U01;2024-11-25;259,71;236,11;2,06;2,17;7,94;82,12;633,39
L002695;P006;U02;2024-03-06;1330,65;1303,77;8,61;8,77;39,56;518,04;2033,27
L002696;P008;U03;2025-10-06;1137,8;1008,54;7,34;8,32;36,06;255,71;1103,21
L002697;P008;U02;2025-04-08;1470,0;1385,31;9,47;10,91;18,36;827,3;3727,97
L002698;P008;U01;2025-04-19;1740,77;1680,36;9,87;13,07;50,28;580,01;2394,71
L002699;P002;U03;2025-04-23;2096,78;2118,19;10,98;10,04;46,3;1000,03;4471,5
L002700;P002;U03;2024-08-22;1761,55;1561,4;14,0;15,0;42,7;537,1;2783,44
L002701;P008;U03;2025-12-23;523,26;485,26;3,07;3,38;18,14;142,59;1007,51
L002702;P002;U03;2025-01-14;2116,24;1978,66;14,6;13,93;32,94;996,44;3165,91
L002703;P004;U03;2024-08-13;213,57;202,23;1,06;1,1;5,4;64,34;190,9
L002704;P005;U03;2025-11-04;421,82;417,08;2,63;3,11;18,63;230,62;369,41
L002705;P001;U02;2025-04-10;984,25;935,83;6,47;7,53;34,22;574,59;1254,14
L002706;P008;U02;2024-06-11;1107,99;1139,98;6,25;7,68;39,2;564,91;2452,85
L002707;P003;U01;2024-05-28;240,53;220,68;1,21;1,34;8,72;58,62;501,97
L002708;P002;U03;2025-11-12;1046,32;1038,8;6,06;6,68;35,05;285,84;1441,66
L002709;P008;U01;2024-06-14;561,6;554,81;2,93;2,66;3,11;203,75;850,93
L002710;P005;U01;2024-01-02;1229,19;1092,18;7,29;6,8;34,84;479,88;799,7
L002711;P005;U02;2026-07-11;1144,8;1030,7;5,98;6,21;29,47;594,74;1164,63
L002712;P008;U03;2024-02-25;243,2;221,1;1,35;1,51;6,47;59,24;478,67
L002713;P005;U01;2026-01-29;1187,88;1173,27;8,15;9,54;10,22;304,62;3195,51
L002714;P007;U01;2026-02-23;1755,37;1647,11;8,57;11,32;27,34;395,72;4600,79
L002715;P007;U02;2024-12-31;953,29;970,65;6,68;6,06;26,52;240,21;1448,29
L002716;P004;U03;2026-05-28;1747,74;1544,78;8,41;7,73;37,72;661,67;3849,45
L002717;P002;U02;2024-10-22;1271,74;1283,94;9,08;8,34;4,57;496,25;1239,07
L002718;P008;U03;2026-07-30;1291,2;1217,49;6,46;5,99;54,54;344,4;2325,37
L002719;P007;U03;2024-05-28;1581,33;1438,63;8,49;9,4;7,7;377,15;1508,01
L002720;P003;U02;2024-06-11;2013,9;1753,89;10,64;11,81;9,01;986,11;4619,85
L002721;P006;U03;2024-02-07;2171,47;2167,26;12,08;14,37;35,03;585,88;3479,76
L002722;P007;U02;2025-02-20;2130,21;1919,4;17,68;22,96;29,32;527,93;4269,1
L002723;P005;U01;2024-08-01;1957,17;1905,82;11,07;12,25;4,13;557,73;4682,38
L002724;P006;U01;2026-03-13;1946,25;1814,89;11,55;11,53;48,66;691,51;1680,33
L002725;P001;U02;2024-05-03;1428,44;1413,51;7,86;8,3;19,5;641,9;3576,66
L002726;P006;U02;2024-03-18;406,24;390,38;3,14;4,06;10,62;121,05;801,86
L002727;P007;U03;2025-09-08;1186,03;1063,1;6,51;7,3;11,29;321,44;763,07
L002728;P004;U03;2025-10-01;630,31;548,02;3,1;3,81;3,22;208,22;1413,05
L002729;P007;U02;2025-04-13;588,73;532,63;3,06;3,95;9,04;249,34;1336,96
L002730;P001;U02;2025-10-03;422,7;384,23;2,68;2,91;11,44;135,83;946,52
L002731;P006;U03;2025-05-05;1550,6;1514,88;10,18;10,59;63,83;881,91;2369,71
L002732;P001;U01;2025-08-15;1178,97;1155,65;9,31;11,17;17,13;415,76;2337,79
L002733;P003;U02;2024-05-08;1824,56;1831,17;12,07;12,38;58,24;1016,89;3804,88
L002734;P002;U01;2026-04-29;1316,46;1276,93;9,99;10,24;23,47;515,38;1237,82
L002735;P001;U01;2024-06-23;987,4;1006,32;7,39;6,9;36,88;518,99;2083,46
L002736;P005;U03;2025-01-28;1370,38;1385,85;10,25;9,95;61,85;693,51;2849,82
L002737;P005;U01;2024-01-08;280,63;260,0;1,66;2,22;4,11;152,81;239,9
L002738;P001;U03;2025-07-31;488,05;483,16;2,53;2,39;12,71;149,84;1120,12
L002739;P005;U03;2024-01-31;1363,95;1347,1;6,74;7,27;54,67;594,02;3437,41
L002740;P007;U02;2024-03-03;1672,52;1668,2;9,14;9,02;70,77;423,81;1929,13
L002741;P008;U01;2026-05-21;1365,02;1352,58;7,91;7,44;32,09;349,3;2049,41
L002742;P004;U03;2025-08-13;551,93;517,19;4,01;5,06;17,45;233,44;529,85
L002743;P002;U03;2024-11-26;1572,08;1424,74;7,61;7,68;29,43;408,48;2801,19
L002744;P004;U02;2026-01-16;231,82;235,19;1,7;2,0;8,33;109,33;560,41
L002745;P006;U03;2026-04-22;1065,17;1086,22;5,63;6,6;48,5;293,06;1321,83
L002746;P008;U03;2024-03-11;1869,32;1617,31;10,22;12,27;36,03;533,24;4025,16
L002747;P001;U02;2024-09-22;490,99;447,89;2,46;2,74;2,34;247,99;466,67
L002748;P002;U02;2024-07-24;325,92;321,59;2,34;2,47;11,24;160,95;444,98
L002749;P006;U02;2026-07-14;1249,63;1136,43;9,97;11,31;33,32;619,53;1551,01
L002750;P004;U03;2025-07-04;1306,96;1220,52;8,6;11,22;1708,7279999999998;616,71;2490,87
L002751;P007;U03;2024-03-08;431,41;400,34;3,55;3,89;17,81;94,88;1060,02
L002752;P006;U01;2024-07-12;442,61;432,11;2,73;3,21;12,5;199,51;517,73
L002753;P001;U03;2024-12-03;1352,36;1353,14;7,07;9,06;42,17;357,2;2245,57
L002754;P002;U02;2025-12-29;1210,97;1178,13;9,55;12,32;23,63;485,15;1851,23
L002755;P001;U03;2026-04-27;632,65;601,02;4,48;4,18;6,18;147,04;1439,03
L002756;P003;U03;2025-12-08;1635,81;1543,42;10,15;12,14;21,72;798,08;3608,32
L002757;P006;U01;2025-02-06;1849,4;1774,87;13,87;13,07;10,43;647,06;1246,52
L002758;P006;U03;2024-06-17;1570,95;1483,21;10,4;13,83;18,91;587,33;2604,48
L002759;P006;U01;2026-05-19;270,6;262,95;1,42;1,61;2,59;88,09;321,69
L002760;P005;U02;2025-09-18;845,38;778,34;5,09;5,03;33,83;358,84;947,84
L002761;P007;U03;2025-01-18;1148,73;1112,3;8,03;8,93;14,82;543,84;2977,78
L002762;P006;U02;2025-03-26;582,19;508,56;3,58;3,34;20,81;222,46;993,73
L002763;P005;U01;2025-05-27;2072,89;1905,43;15,99;19,05;46,81;1167,94;4347,06
L002764;P002;U01;2025-10-07;1899,64;1713,32;12,77;14,94;38,61;942,57;2256,04
L002765;P008;U01;2024-02-04;910,19;807,26;6,6;7,26;24,73;380,67;674,76
L002766;P001;U01;2024-06-17;741,67;646,77;4,44;4,75;25,5;207,69;992,72
L002767;P004;U01;2025-07-29;1450,99;1417,65;7,48;8,66;10,05;641,7;3092,02
L002768;P005;U01;2025-12-24;791,22;800,63;4,56;5,75;5,95;220,28;1963,61
L002769;P006;U02;2024-09-20;1967,59;1844,23;14,75;18,28;61,91;419,63;5009,23
L002770;P003;U02;2024-10-18;292,38;287,14;2,28;2,8;1,84;86,24;631,04
L002771;P006;U02;2025-03-01;1225,39;1179,94;6,65;7,39;10,44;291,93;2679,38
L002772;P001;U01;2026-03-28;1249,67;1266,54;7,8;8,92;26,15;503,57;3413,13
L002773;P004;U02;2024-11-23;1342,06;1361,81;6,77;6,12;53,46;620,93;3189,81
L002774;P007;U01;2024-04-10;2155,72;2034,08;10,53;12,95;72,61;817,2;3913,87
L002775;P005;U03;2025-07-17;906,59;907,81;5,15;4,93;32,0;248,0;1232,4
L002776;P006;U03;2024-10-02;1680,29;1570,38;12,28;14,19;46,35;724,23;2686,16
L002777;P008;U02;2025-11-15;1138,91;1061,48;7,45;6,77;11,05;373,72;2259,69
L002778;P001;U01;2024-09-10;1463,45;1311,41;10,35;9,91;21,64;475,12;3348,83
L002779;P003;U02;2024-08-24;483,15;420,37;2,38;3,0;11,98;147,74;510,39
L002780;P006;U02;2026-02-21;1699,32;1492,61;8,21;8,55;13,63;575,87;1200,96
L002781;P006;U02;2024-01-08;1166,57;1187,93;6,07;7,41;49,71;580,05;3287,39
L002782;P003;U01;2025-09-02;481,35;424,27;2,37;2,49;5,46;238,76;845,01
L002783;P008;U03;2024-03-26;651,89;624,47;4,18;4,06;24,82;275,22;537,83
L002784;P006;U01;2026-06-25;1723,76;1726,49;11,49;15,33;68,2;676,19;2996,65
L002785;P001;U03;2025-10-26;1779,29;1593,7;10,96;12,2;70,2;793,92;3616,55
L002786;P002;U01;2024-02-25;2083,28;1974,8;11,24;13,11;28,67;774,87;3696,51
L002787;P001;U02;2024-03-03;1533,24;1394,28;8,24;9,53;51,6;314,01;3668,83
L002788;P001;U02;2024-08-23;2168,96;2084,69;11,6;13,25;92,68;1152,97;5064,8
L002789;P007;U01;2024-06-30;1290,02;1136,57;8,21;9,7;3,26;289,7;2518,2
L002790;P002;U03;2024-10-12;1436,22;1463,96;10,05;12,36;40,3;382,65;3142,19
L002791;P006;U01;2024-06-28;984,42;867,53;7,61;7,44;32,85;418,04;823,05
L002792;P002;U03;2026-01-29;1468,45;1463,73;11,5;11,42;28,23;805,23;3367,77
L002793;P003;U02;2025-12-30;1021,72;920,59;5,93;5,43;24,21;314,27;1151,2
L002794;P002;U03;2025-07-11;1137,66;1008,86;7,96;9,7;43,63;366,69;2086,57
L002795;P003;U02;2025-12-30;874,33;774,97;5,43;5,13;5,59;188,77;1699,31
L002796;P003;U03;2026-03-21;203,13;195,36;0,97;0,89;0,8;93,83;323,09
L002797;P002;U02;2025-03-06;1280,04;1110,9;10,02;10,06;41,3;483,19;854,7
L002798;P008;U01;2025-10-14;1027,07;938,72;4,96;5,6;12,54;242,82;1933,77
L002799;P001;U02;2026-05-01;979,59;863,73;5,06;5,93;2,75;386,01;1537,94
L002800;P003;U01;2024-02-07;502,58;432,42;4,14;4,93;8,41;135,01;798,37
L002801;P003;U03;2025-07-29;1396,87;1327,26;6,72;8,4;25,12;451,39;1203,99
L002802;P004;U02;2025-03-11;798,4;729,74;4,64;5,13;3,4;389,26;837,41
L002803;P006;U03;2025-10-06;697,4;617,43;5,74;6,07;9,4;319,76;1190,3
L002804;P006;U03;2025-01-31;1829,31;1689,92;14,32;13,28;11,84;764,39;3564,81
L002805;P004;U01;2025-09-09;1769,52;1798,05;11,45;11,0;50,37;622,83;2318,71
L002806;P002;U02;2024-02-28;2138,48;2013,23;10,39;11,25;84,27;826,11;3619,61
L002807;P002;U02;2025-12-25;437,58;424,36;3,39;4,45;18,36;191,14;740,59
L002808;P005;U02;2024-12-14;1876,55;1655,34;11,11;12,31;31,57;752,48;4418,64
L002809;P007;U02;2025-11-23;1745,96;1637,3;9,42;9,78;51,8;806,63;4521,89
L002810;P003;U03;2024-12-05;1767,45;1701,85;13,06;12,76;64,5;721,15;3399,03
L002811;P006;U03;2024-02-02;1818,68;1791,84;12,68;12,15;24,42;490,7;4975,26
L002812;P008;U02;2026-07-31;287,8;270,92;1,5;1,81;1,9;76,12;325,23
L002813;P008;U01;2025-05-09;1933,72;1756,48;12,73;13,73;10,01;898,27;3790,11
L002814;P005;U03;2026-01-19;729,31;660,61;4,56;5,02;16,01;393,17;1802,03
L002815;P004;U01;2024-02-18;1285,59;1267,15;9,4;12,17;45,35;641,36;2542,26
L002816;P006;U01;2025-10-11;265,82;239,35;1,68;2,13;1,54;120,88;347,62
L002817;P007;U02;2024-05-17;1649,14;1568,7;10,72;12,58;42,91;905,27;4048,19
L002818;P007;U01;2025-04-21;1969,47;1984,37;10,95;10,53;20,37;537,74;2385,73
L002819;P001;U01;2025-12-24;1160,68;1098,63;5,89;6,19;16,67;404,03;2608,99
L002820;P008;U02;2025-11-29;563,33;524,32;4,24;4,13;18,34;227,91;955,12
L002821;P003;U01;2026-04-30;1751,78;1555,23;14,48;15,51;14,46;620,18;4221,09
L002822;P003;U03;2026-04-26;1517,69;1404,8;8,33;9,85;63,11;531,6;1138,79
L002823;P001;U02;2026-01-20;1384,94;1272,46;7,18;8,38;41,66;637,63;951,02
L002824;P003;U01;2025-12-09;826,91;727,77;6,28;7,4;18,75;203,47;773,81
L002825;P008;U03;2025-11-15;279,71;271,17;1,94;2,2;5,82;66,98;729,22
L002826;P001;U01;2024-09-09;1928,84;1954,11;12,57;14,56;33,41;703,15;3220,36
L002827;P003;U03;2024-05-01;2094,17;1972,7;10,44;9,55;81,64;733,44;2744,84
L002828;P001;U03;2025-04-20;737,51;705,88;3,78;4,69;8,37;166,94;862,4
L002829;P005;U02;2025-05-23;2124,81;2107,57;15,0;16,53;20,23;615,13;5600,58
L002830;P001;U03;2026-05-01;1464,68;1283,55;7,53;9,59;9,27;620,03;2165,3
L002831;P003;U02;2024-10-22;2143,48;2180,14;11,71;15,35;40,97;647,39;5463,99
L002832;P004;U01;2024-02-17;1699,8;1564,07;9,32;10,59;57,96;535,22;3263,09
L002833;P008;U01;2025-05-03;1984,72;1894,51;14,94;19,22;28,45;435,17;2873,84
L002834;P008;U03;2024-04-19;1177,65;1208,8;7,63;8,61;11,47;490,17;1103,03
L002835;P005;U03;2026-04-28;843,91;849,74;5,43;5,37;10,83;288,69;1257,96
L002836;P006;U03;2025-05-27;1391,42;1301,14;8,39;9,12;16,18;566,08;2736,26
L002837;P002;U02;2024-08-17;319,19;306,32;2,53;2,3;13,74;119,95;702,06
L002838;P004;U01;2024-09-30;1862,75;1773,71;13,85;15,75;24,65;1086,08;1288,37
L002839;P003;U02;2025-07-20;2157,88;2022,49;15,68;16,57;57,73;952,43;2143,86
L002840;P004;U01;2024-05-03;376,54;365,67;1,99;2,33;5,0;108,46;698,87
L002841;P007;U03;2024-03-31;1200,82;1078,21;6,4;7,46;10,79;637,12;1009,8
L002842;P003;U03;2025-03-25;866,29;808,95;4,32;4,21;33,55;178,74;1282,19
L002843;P008;U03;2024-06-02;1300,76;1268,42;6,21;5,64;48,69;316,71;1774,62
L002844;P008;U03;2025-11-24;1279,62;1122,01;6,61;8,25;16,84;357,57;3128,36
L002845;P004;U02;2025-02-26;1362,91;1387,3;6,67;8,39;3,51;654,41;1697,85
L002846;P003;U02;2025-03-31;339,26;318,99;2,33;2,27;12,5;87,08;723,53
L002847;P004;U03;2025-11-04;1287,41;1231,96;6,31;8,1;21,38;463,6;3026,61
L002848;P002;U03;2026-03-20;1648,22;1684,88;13,37;16,87;9,55;464,02;1936,02
L002849;P002;U03;2024-08-23;1954,18;1681,01;9,63;12,47;11,88;382,32;1251,81
L002850;P004;U03;2024-04-28;1748,25;1636,31;8,92;11,14;70,83;507,59;3456,82
L002851;P005;U01;2025-09-03;2062,66;1851,75;14,21;16,6;33,73;687,0;2017,86
L002852;P008;U02;2025-10-21;881,41;816,94;4,86;5,97;12,99;233,47;914,78
L002853;P001;U01;2025-12-11;807,61;772,69;6,59;8,58;12,53;365,91;595,94
L002854;P001;U03;2024-10-14;1386,13;1200,56;9,19;9,84;1680,7839999999999;508,8;2528,63
L002855;P007;U03;2026-02-13;985,71;880,48;4,7;4,33;32,82;353,55;683,88
L002856;P007;U02;2025-08-31;1505,68;1362,36;9,41;10,69;17,39;439,39;2709,89
L002857;P006;U01;2024-08-16;1144,86;1003,55;9,18;10,22;39,78;466,55;2284,0
L002858;P004;U03;2025-06-16;1711,89;1739,07;13,82;17,35;75,68;449,85;4371,62
L002859;P005;U01;2025-06-26;747,21;747,39;5,11;5,2;33,6;241,8;1933,95
L002860;P008;U02;2026-05-04;763,12;684,25;5,11;4,94;12,41;408,01;1077,04
L002861;P008;U03;2025-04-21;563,42;565,23;4,66;4,67;22,92;166,69;1234,55
L002862;P001;U03;2024-08-14;1777,47;1789,19;10,7;12,65;35,15;633,7;4009,01
L002863;P007;U02;2026-05-04;2087,46;1957,77;11,7;15,3;58,05;1174,43;1696,77
L002864;P006;U01;2024-10-06;1881,59;1817,99;13,01;14,85;77,12;751,47;4409,2
L002865;P008;U02;2024-12-09;1417,79;1458,22;8,38;11,17;20,67;356,68;3240,65
L002866;P006;U02;2025-02-18;785,93;748,2;5,62;7,46;12,36;413,05;973,33
L002867;P004;U01;2025-08-01;1196,07;1127,65;6,37;7,26;22,86;659,3;1290,14
L002868;P001;U02;2026-07-01;583,27;550,05;2,88;3,02;17,76;328,36;820,46
L002869;P003;U01;2026-04-22;629,64;549,47;4,7;5,75;769,258;309,13;1411,7
L002870;P007;U02;2025-07-24;567,54;503,32;4,72;5,97;8,23;126,84;454,11
L002871;P007;U01;2025-07-13;1998,42;1762,43;10,71;10,98;50,19;696,56;4566,78
L002872;P002;U03;2025-01-15;248,48;229,59;1,31;1,64;0,91;109,16;533,7
L002873;P004;U01;2024-09-21;2039,73;1864,58;11,73;15,31;35,76;1011,85;3091,37
L002874;P004;U01;2024-08-22;550,2;497,31;3,45;3,21;6,14;206,53;351,5
L002875;P004;U01;2026-06-14;2136,19;2039,45;14,24;17,34;61,48;1089,21;4138,36
L002876;P002;U02;2025-09-15;893,6;910,78;5,41;6,4;29,71;305,03;841,67
L002877;P001;U03;2024-08-31;655,0;629,21;3,13;2,99;26,76;196,07;513,11
L002878;P001;U02;2024-11-18;1488,25;1365,54;7,53;7,36;41,91;441,97;2147,44
L002879;P008;U01;2026-03-05;674,64;589,58;4,33;4,44;14,97;264,41;1572,9
L002880;P003;U01;2026-06-28;675,52;624,6;4,09;5,38;21,29;292,64;1645,17
L002881;P007;U01;2024-04-26;2177,26;2054,26;16,18;16,57;90,51;1147,6;1613,48
L002882;P005;U02;2025-07-18;1474,26;1419,7;11,66;10,52;6,57;516,5;1963,33
L002883;P003;U01;2026-06-15;1193,75;1102,06;8,75;8,18;45,01;680,33;1679,26
L002884;P008;U01;2024-02-20;987,8;917,44;5,24;6,91;8,54;542,88;1376,38
L002885;P002;U03;2024-09-09;972,77;851,12;7,41;6,76;13,23;387,43;821,07
L002886;P008;U03;2024-03-11;2189,29;1983,53;11,21;11,05;70,77;1010,76;2879,36
L002887;P006;U02;2024-07-24;635,42;585,86;3,67;3,34;11,76;257,11;1317,98
L002888;P003;U01;2025-12-12;794,64;709,5;4,33;5,63;4,98;158,78;1771,11
L002889;P007;U01;2024-09-09;760,3;752,12;5,47;4,98;24,31;290,51;1243,45
L002890;P005;U03;2024-10-19;1201,55;1187,84;6,01;6,23;15,52;355,0;1422,08
L002891;P007;U01;2026-07-25;1377,79;1254,95;8,65;10,48;25,63;704,87;2400,73
L002892;P006;U01;2025-11-09;1079,01;1030,37;5,92;7,71;6,86;294,52;1695,93
L002893;P008;U02;2024-09-11;1669,12;1462,71;13,77;14,65;9,26;662,78;2293,67
L002894;P005;U03;2025-05-11;900,55;855,85;4,44;5,39;37,73;367,93;929,85
L002895;P004;U03;2025-02-22;1263,12;1186,47;6,8;6,64;28,32;561,38;1111,13
L002896;P006;U02;2026-05-27;422,25;391,52;2,04;2,26;17,37;159,77;993,62
L002897;P004;U02;2026-05-31;565,96;493,03;4,08;3,96;17,95;125,83;469,4
L002898;P001;U03;2025-11-22;1743,69;1553,45;10,39;10,35;42,4;473,47;1800,21
L002899;P003;U03;2025-03-19;1265,97;1272,21;7,17;6,67;9,32;726,83;1423,38
L002900;P008;U01;2026-04-29;446,86;428,01;2,26;2,51;11,54;99,12;502,56
L002901;P005;U02;2024-03-13;1761,0;1576,4;12,01;13,78;44,57;737,59;4162,94
L002902;P008;U01;2025-06-01;1062,47;924,88;5,44;5,43;41,48;450,86;1948,3
L002903;P007;U01;2025-09-18;794,53;777,28;6,28;6,8;11,77;422,16;2046,22
L002904;P006;U03;2026-06-25;1457,68;1399,79;9,07;11,59;48,77;367,37;1139,61
L002905;P008;U02;2024-12-24;471,22;473,43;3,43;4,28;7,93;118,82;933,81
L002906;P004;U02;2024-07-19;1626,81;1669,39;9,53;12,62;46,77;573,09;3175,12
L002907;P008;U03;2026-01-10;1677,47;1482,65;8,52;8,01;38,11;418,5;3001,8
L002908;P001;U03;2024-04-04;1528,71;1379,42;11,5;13,48;45,55;406,71;2615,88
L002909;P008;U02;2025-01-04;2188,69;1888,48;13,33;15,43;83,7;417,17;1433,47
L002910;P002;U01;2024-07-26;1609,31;1479,57;10,26;10,1;18,71;376,12;2581,92
L002911;P007;U03;2025-03-24;1348,8;1256,8;8,53;9,83;16,31;349,2;1692,87
L002912;P008;U02;2024-05-19;1603,95;1492,29;11,29;13,97;34,04;563,84;4165,73
L002913;P003;U01;2024-04-21;1958,34;1716,63;12,08;14,74;67,82;1031,7;2154,09
L002914;P001;U03;2024-11-13;774,07;692,69;5,87;5,85;8,77;307,8;949,2
L002915;P006;U02;2025-11-21;754,93;713,32;6,09;7,17;24,73;224,76;1686,29
L002916;P001;U02;2025-06-30;1837,91;1741,44;13,4;17,03;10,06;762,13;1327,12
L002917;P008;U01;2024-05-11;464,27;475,18;3,35;3,21;18,17;213,91;1255,64
L002918;P004;U01;2025-07-28;1375,71;1207,23;7,42;9,03;15,89;595,9;3235,44
L002919;P004;U03;2024-05-24;1827,6;1753,35;9,36;8,62;52,12;788,04;3746,16
L002920;P007;U01;2026-06-14;1391,77;1259,12;8,18;7,76;47,75;524,52;1313,67
L002921;P008;U02;2024-02-24;418,68;371,68;2,08;2,09;3,85;209,64;942,55
L002922;P007;U01;2024-06-11;1778,22;1666,27;9,64;10,68;39,31;405,79;1737,89
L002923;P004;U02;2025-11-17;909,71;911,28;5,2;7,01;23,82;221,86;796,91
L002924;P003;U02;2024-11-04;670,59;635,03;3,22;3,03;13,08;352,97;1431,49
L002925;P008;U01;2024-11-13;705,64;640,79;3,59;4,13;15,71;358,78;1160,81
L002926;P006;U01;2026-03-19;224,78;215,54;1,58;1,64;5,04;72,24;357,44
L002927;P001;U02;2024-12-31;445,26;431,9;3,36;3,4;19,33;251,52;586,64
L002928;P008;U01;2024-02-02;1487,12;1370,85;8,92;9,12;47,17;444,73;1247,58
L002929;P001;U01;2024-05-26;1902,49;1851,42;14,87;18,35;19,61;533,83;4505,36
L002930;P007;U02;2024-02-11;1316,99;1256,97;9,85;10,61;30,82;355,17;1735,79
L002931;P004;U02;2024-10-01;325,75;299,46;1,59;1,46;13,3;115,05;564,74
L002932;P002;U02;2024-04-29;1618,52;1624,34;9,07;10,92;2274,0759999999996;408,33;2677,02
L002933;P007;U02;2026-06-11;1998,96;1872,36;11,85;15,07;37,64;457,94;3074,92
L002934;P003;U01;2025-08-11;1387,33;1386,89;8,75;8,02;6,76;820,02;3619,77
L002935;P008;U03;2024-11-07;750,02;645,5;4,29;4,91;2,79;387,1;692,32
L002936;P003;U03;2024-05-08;1970,25;1824,47;15,53;15,83;13,03;746,48;2065,13
L002937;P001;U01;2025-01-10;837,86;827,8;4,48;4,89;17,12;241,04;1829,18
L002938;P008;U01;2026-06-04;446,97;393,49;3,2;3,91;2,52;180,29;1067,54
L002939;P002;U03;2025-02-23;762,48;698,49;5,54;6,71;5,2;156,12;1165,88
L002940;P002;U02;2024-01-13;1516,15;1474,6;10,72;14,04;10,05;591,21;4020,87
L002941;P005;U02;2025-03-08;2001,16;1921,65;11,2;11,67;17,9;705,14;3803,78
L002942;P002;U01;2025-12-30;1563,57;1358,74;11,65;13,82;41,86;691,34;2127,79
L002943;P006;U01;2025-01-25;2070,61;1866,37;16,64;16,09;79,74;603,26;2581,44
L002944;P003;U01;2024-09-03;370,98;371,12;2,38;2,98;5,16;136,52;1001,4
L002945;P002;U02;2026-03-27;500,37;504,42;2,42;2,86;16,75;299,26;505,38
L002946;P005;U01;2025-04-26;291,52;289,64;1,4;1,66;3,06;85,98;527,77
L002947;P001;U02;2024-12-22;1841,7;1654,34;10,83;11,78;60,39;541,98;2784,48
L002948;P003;U03;2025-12-11;2045,67;2095,15;10,93;10,52;7,73;595,12;2959,64
L002949;P002;U01;2026-07-08;1591,52;1629,59;9,33;12,43;26,69;880,72;4439,41
L002950;P006;U03;2026-01-19;1998,52;1781,08;14,19;18,95;73,91;852,8;4676,83
L002951;P001;U02;2024-06-15;2162,12;1957,94;17,94;16,4;72,92;530,4;4236,29
L002952;P001;U03;2024-07-24;2137,84;1844,65;11,21;14,52;30,43;1080,38;2010,6
L002953;P006;U02;2025-04-12;292,99;271,43;2,29;2,88;4,43;68,58;369,87
L002954;P007;U02;2024-08-27;775,95;695,02;4,02;3,86;12,55;260,59;710,7
L002955;P007;U03;2024-03-18;389,01;357,1;3,22;3,73;8,25;138,84;656,33
L002956;P001;U02;2024-05-08;1832,95;1663,81;9,75;8,91;71,48;388,33;2273,9
L002957;P002;U03;2026-04-09;1506,29;1308,58;7,83;7,2;35,78;497,99;2486,91
