pedido_compra_id,data_pedido,fornecedor_id,unidade_id,material,quantidade_kg,custo_unitario,data_prevista,data_recebimento,status_qualidade,entrega_no_prazo,valor_compra
PC003476,2026-01-08,F006,U03,Silicone Base,184.53,38.13,2026-01-25,2026-01-27,Aprovado,False,7036.128900000001
PC003477,2024-04-05,F007,U01,Embalagem,469.6,41.91,2024-04-23,2024-04-23,Aprovado,True,19680.935999999998
PC003478,2026-01-18,F017,U01,Embalagem,309.19,7.06,2026-02-11,2026-02-09,Aprovado,True,2182.8813999999998
PC003479,2025-12-13,F029,U03,Pigmento,247.64,23.46,2025-12-23,2025-12-22,Aprovado,True,5809.6344
PC003480,2024-05-23,F025,U01,Embalagem,235.35,18.66,2024-05-28,2024-05-28,Aprovado,True,4391.631
PC003481,2024-02-10,F004,U03,Aditivo,60.63,9.26,2024-02-17,2024-02-18,Aprovado,False,561.4338
PC003482,2026-07-17,F029,U01,Isocianato,631.43,26.64,2026-07-21,2026-07-26,Aprovado,False,16821.2952
PC003483,2026-03-02,F022,U01,Carga Mineral,151.72,15.78,2026-03-15,2026-03-15,Aprovado,True,2394.1416
PC003484,2025-06-09,F006,U01,Aditivo,647.09,15.89,2025-07-03,2025-07-01,Aprovado,True,10282.260100000001
PC003485,2024-01-06,F027,U02,Solvente,233.48,34.11,2024-01-17,2024-01-16,Aprovado,True,7964.002799999999
PC003486,2024-06-02,F006,U01,Solvente,198.49,36.97,2024-06-21,2024-06-21,Aprovado,True,7338.1753
PC003487,2025-02-04,F018,U03,Aditivo,102.17,28.66,2025-02-12,2025-02-11,Aprovado,True,2928.1922
PC003488,2026-07-05,F021,U02,Embalagem,287.81,45.4,2026-07-14,2026-07-13,Aprovado,True,13066.574
PC003489,2024-02-08,F001,U02,Silicone Base,217.81,30.46,2024-02-12,2024-02-11,Aprovado,True,6634.4926000000005
PC003490,2024-10-01,F019,U01,Pigmento,392.16,36.91,2024-10-05,2024-10-05,Aprovado,True,14474.6256
PC003491,2025-04-11,F012,U01,Aditivo,121.78,20.49,2025-05-03,2025-05-05,Aprovado,False,2495.2722
PC003492,2025-03-20,F027,U01,Aditivo,142.08,25.86,2025-03-30,2025-03-31,Aprovado,False,3674.1888000000004
PC003493,2025-05-19,F024,U01,Poliol,243.81,8.47,2025-05-23,2025-05-23,Aprovado,True,2065.0707
PC003494,2025-06-21,F011,U03,Carga Mineral,385.83,19.51,2025-07-06,2025-07-06,Aprovado,True,7527.5433
PC003495,2025-11-16,F013,U01,Aditivo,200.76,12.97,2025-12-09,2025-12-08,Aprovado,True,2603.8572
PC003496,2025-06-22,F027,U01,Pigmento,415.62,42.9,2025-07-11,2025-07-13,Aprovado,False,17830.097999999998
PC003497,2025-09-03,F024,U03,Carga Mineral,238.93,40.55,2025-09-07,2025-09-07,Aprovado,True,9688.611499999999
PC003498,2025-08-11,F014,U02,Aditivo,196.82,35.47,2025-08-27,2025-08-27,Aprovado,True,6981.2054
PC003499,2024-04-29,F017,U03,Isocianato,385.75,31.33,2024-05-09,2024-05-11,Aprovado,False,12085.547499999999
PC003500,2024-08-03,F024,U02,Embalagem,248.31,35.23,2024-08-17,2024-08-15,Aprovado,True,8747.961299999999
PC003501,2024-09-21,F019,U01,Poliol,219.76,17.48,2024-10-02,2024-10-02,Aprovado,True,3841.4048
PC003502,2026-05-20,F005,U03,Solvente,175.32,29.09,2026-06-05,2026-06-05,Aprovado,True,5100.0588
PC003503,2024-04-02,F006,U01,Poliol,188.03,14.15,2024-04-14,2024-04-12,Aprovado,True,2660.6245
PC003504,2025-03-28,F010,U02,Embalagem,342.13,18.02,2025-04-01,2025-04-01,Aprovado,True,6165.1826
PC003505,2025-01-05,F005,U03,Solvente,35.76,42.88,2025-01-23,2025-01-23,Aprovado,True,1533.3888
PC003506,2025-08-25,F004,U02,Poliol,208.18,41.22,2025-09-14,2025-09-16,Aprovado,False,8581.1796
PC003507,2024-03-26,F003,U02,Embalagem,643.05,24.19,2024-04-13,2024-04-13,Aprovado,True,15555.3795
PC003508,2025-04-22,F024,U01,Aditivo,268.82,7.73,2025-05-04,2025-05-05,Aprovado,False,2077.9786
PC003509,2025-10-14,F024,U02,Silicone Base,709.68,42.95,2025-10-21,2025-10-26,Aprovado,False,30480.756
PC003510,2026-06-11,F029,U03,Isocianato,280.39,28.48,2026-07-01,2026-07-01,Aprovado,True,7985.5072
PC003511,2025-07-11,F014,U01,Embalagem,140.26,35.69,2025-07-28,2025-08-02,Aprovado,False,5005.8794
PC003512,2024-01-07,F003,U03,Poliol,484.19,36.79,2024-01-31,2024-02-01,Aprovado,False,17813.3501
PC003513,2025-10-25,F014,U01,Poliol,90.25,31.91,2025-11-17,2025-11-16,Aprovado,True,2879.8775
PC003514,2025-03-06,F006,U02,Isocianato,254.12,45.69,2025-03-10,2025-03-10,Aprovado,True,11610.7428
PC003515,2025-04-10,F017,U01,Pigmento,516.62,14.97,2025-04-19,2025-04-20,Aprovado,False,7733.8014
PC003516,2024-01-30,F001,U02,Carga Mineral,260.81,18.96,2024-02-08,2024-02-08,Aprovado,True,4944.957600000001
PC003517,2026-05-09,F027,U02,Silicone Base,504.33,35.28,2026-05-22,2026-05-23,Aprovado,False,17792.7624
PC003518,2025-08-20,F005,U03,Poliol,131.04,25.43,2025-08-26,2025-08-26,Aprovado,True,3332.3471999999997
PC003519,2026-01-30,F012,U02,Carga Mineral,168.63,46.0,2026-02-21,2026-02-19,Aprovado,True,7756.98
PC003520,2026-02-14,F029,U02,Isocianato,320.21,46.82,2026-03-10,2026-03-11,Aprovado,False,14992.232199999999
PC003521,2024-09-26,F001,U01,Embalagem,237.44,21.55,2024-09-30,2024-10-05,Aprovado,False,5116.832
PC003522,2025-12-31,F008,U03,Silicone Base,123.93,46.77,2026-01-21,2026-01-26,Aprovado,False,5796.2061
PC003523,2025-03-20,F008,U03,Isocianato,300.15,40.51,2025-03-30,2025-03-30,Aprovado,True,12159.0765
PC003524,2025-07-14,F029,U01,Silicone Base,219.84,5.2,2025-07-19,2025-07-21,Aprovado,False,1143.1680000000001
PC003525,2024-03-10,F003,U02,Poliol,423.55,33.46,2024-03-26,2024-03-28,Aprovado,False,14171.983
PC003526,2025-02-07,F018,U03,Isocianato,110.78,29.85,2025-02-12,2025-02-12,Aprovado,True,3306.7830000000004
PC003527,2026-01-04,F001,U03,Isocianato,1539.3,29.71,2026-01-25,2026-01-25,Aprovado,True,45732.603
PC003528,2025-06-23,F026,U01,Embalagem,452.42,11.87,2025-07-10,2025-07-10,Aprovado,True,5370.2254
PC003529,2025-01-28,F003,U03,Aditivo,208.11,46.49,2025-02-04,2025-02-06,Aprovado,False,9675.0339
PC003530,2025-05-11,F006,U03,Pigmento,233.23,24.16,2025-05-31,2025-05-31,Aprovado,True,5634.8368
PC003531,2026-06-08,F015,U03,Poliol,1193.35,18.19,2026-06-19,2026-06-18,Aprovado,True,21707.0365
PC003532,2025-01-02,F009,U02,Isocianato,250.49,38.13,2025-01-07,2025-01-09,Aprovado,False,9551.183700000001
PC003533,2026-02-25,F030,U03,Carga Mineral,813.98,38.65,2026-03-19,2026-03-19,Aprovado,True,31460.327
PC003534,2024-09-18,F022,U01,Silicone Base,911.62,46.26,2024-09-23,2024-09-23,Aprovado,True,42171.5412
PC003535,2026-01-15,F009,U01,Isocianato,591.63,35.66,2026-01-23,2026-01-28,Aprovado,False,21097.5258
PC003536,2025-07-21,F002,U02,Isocianato,507.29,15.5,2025-08-04,2025-08-06,Aprovado,False,7862.995
PC003537,2026-02-26,F018,U02,Silicone Base,393.62,32.92,2026-03-22,2026-03-24,Aprovado,False,12957.9704
PC003538,2025-12-27,F001,U03,Carga Mineral,919.04,43.88,2026-01-01,2026-01-03,Aprovado,False,40327.4752
PC003539,2024-12-21,F008,U02,Solvente,203.66,20.77,2025-01-02,2025-01-02,Aprovado,True,4230.0181999999995
PC003540,2026-05-13,F007,U03,Isocianato,144.15,41.62,2026-05-26,2026-05-24,Aprovado,True,5999.523
PC003541,2024-12-13,F010,U03,Pigmento,62.63,22.74,2024-12-27,2024-12-27,Aprovado,True,1424.2061999999999
PC003542,2024-08-15,F008,U03,Isocianato,530.84,45.87,2024-08-30,2024-08-30,Aprovado,True,24349.6308
PC003543,2026-01-12,F025,U01,Solvente,588.86,28.84,2026-01-28,2026-01-28,Aprovado,True,16982.7224
PC003544,2025-04-11,F012,U03,Silicone Base,284.74,29.61,2025-04-22,2025-04-27,Aprovado,False,8431.1514
PC003545,2026-04-24,F026,U01,Silicone Base,593.6,9.23,2026-05-09,2026-05-09,Aprovado,True,5478.928000000001
PC003546,2026-04-25,F015,U03,Embalagem,136.52,18.92,2026-05-08,2026-05-06,Aprovado,True,2582.9584000000004
PC003547,2024-01-18,F001,U02,Carga Mineral,143.29,17.64,2024-02-07,2024-02-06,Aprovado,True,2527.6356
PC003548,2026-01-12,F001,U03,Aditivo,103.57,35.83,2026-02-05,2026-02-06,Aprovado,False,3710.9130999999998
PC003549,2024-04-07,F011,U02,Isocianato,219.68,28.32,2024-04-14,2024-04-19,Aprovado,False,6221.3376
PC003550,2024-02-15,F008,U03,Pigmento,27.43,4.46,2024-03-09,2024-03-09,Aprovado,True,122.3378
PC003551,2025-11-28,F024,U03,Isocianato,167.9,11.0,2025-12-16,2025-12-16,Aprovado,True,1846.9
PC003552,2025-04-03,F024,U03,Solvente,634.96,42.73,2025-04-07,2025-04-08,Aprovado,False,27131.840799999998
PC003553,2026-03-03,F019,U03,Embalagem,250.96,10.78,2026-03-22,2026-03-22,Aprovado,True,2705.3487999999998
PC003554,2025-07-19,F010,U02,Poliol,513.21,13.25,2025-07-26,2025-07-25,Aprovado,True,6800.0325
PC003555,2025-12-03,F008,U01,Aditivo,141.27,16.17,2025-12-10,2025-12-15,Aprovado,False,2284.3359000000005
PC003556,2024-12-28,F007,U01,Aditivo,323.52,41.39,2025-01-10,2025-01-10,Aprovado,True,13390.4928
PC003557,2025-07-03,F027,U02,Silicone Base,110.22,26.46,2025-07-15,2025-07-14,Aprovado,True,2916.4212
PC003558,2025-11-03,F017,U01,Pigmento,230.45,15.31,2025-11-10,2025-11-10,Reprovado,True,3528.1895
PC003559,2026-06-04,F029,U03,Aditivo,269.07,45.15,2026-06-17,2026-06-22,Aprovado,False,12148.510499999999
PC003560,2026-06-09,F018,U01,Solvente,139.76,35.71,2026-06-26,2026-06-28,Aprovado,False,4990.8296
PC003561,2024-01-01,F017,U01,Poliol,465.25,8.18,2024-01-20,2024-01-19,Aprovado,True,3805.745
PC003562,2025-09-29,F019,U01,Carga Mineral,410.43,8.5,2025-10-07,2025-10-07,Aprovado,True,3488.655
PC003563,2025-08-27,F028,U01,Silicone Base,182.94,41.28,2025-09-12,2025-09-13,Aprovado,False,7551.7632
PC003564,2025-07-19,F022,U01,Pigmento,101.35,37.93,2025-08-04,2025-08-02,Aprovado,True,3844.2054999999996
PC003565,2025-01-19,F010,U01,Poliol,198.43,41.89,2025-02-06,2025-02-07,Aprovado,False,8312.2327
PC003566,2024-08-09,F023,U03,Carga Mineral,496.66,47.42,2024-08-29,2024-08-29,Aprovado,True,23551.6172
PC003567,2024-04-16,F016,U01,Solvente,256.67,24.97,2024-05-03,2024-05-08,Aprovado,False,6409.0499
PC003568,2026-05-11,F026,U02,Embalagem,125.41,44.17,2026-06-03,2026-06-05,Aprovado,False,5539.3597
PC003569,2025-10-22,F014,U02,Solvente,906.5,24.86,2025-11-12,2025-11-13,Aprovado,False,22535.59
PC003570,2025-09-28,F028,U03,Embalagem,126.87,4.01,2025-10-21,2025-10-21,Reprovado,True,508.7487
PC003571,2026-02-18,F009,U01,Carga Mineral,548.27,10.94,2026-02-28,2026-02-28,Aprovado,True,5998.073799999999
PC003572,2024-01-30,F001,U03,Pigmento,161.98,5.16,2024-02-19,2024-02-19,Aprovado,True,835.8168
PC003573,2025-06-13,F006,U02,Carga Mineral,311.29,40.92,2025-07-02,2025-07-02,Bloqueado,True,12737.9868
PC003574,2024-02-11,F028,U01,Isocianato,263.2,9.05,2024-02-17,2024-02-18,Aprovado,False,2381.96
PC003575,2025-03-12,F002,U03,Poliol,120.62,40.61,2025-03-16,2025-03-16,Aprovado,True,4898.3782
PC003576,2024-11-29,F008,U01,Poliol,120.75,16.16,2024-12-09,2024-12-10,Aprovado,False,1951.32
PC003577,2025-07-16,F016,U01,Carga Mineral,78.95,47.01,2025-08-02,2025-08-02,Aprovado,True,3711.4395
PC003578,2024-12-06,F005,U02,Isocianato,492.33,3.81,2024-12-11,2024-12-10,Aprovado,True,1875.7773
PC003579,2024-12-05,F017,U01,Carga Mineral,197.08,42.37,2024-12-26,2024-12-31,Aprovado,False,8350.2796
PC003580,2024-08-29,F008,U02,Solvente,121.93,31.84,2024-09-04,2024-09-03,Aprovado,True,3882.2512
PC003581,2024-04-08,F029,U02,Aditivo,92.25,43.03,2024-04-24,2024-04-22,Aprovado,True,3969.5175
PC003582,2026-06-04,F019,U03,Aditivo,153.81,32.42,2026-06-18,2026-06-23,Aprovado,False,4986.5202
PC003583,2024-02-12,F022,U02,Poliol,572.28,32.15,2024-02-24,2024-02-26,Aprovado,False,18398.802
PC003584,2024-08-28,F008,U01,Embalagem,495.32,6.74,2024-09-17,2024-09-17,Aprovado,True,3338.4568
PC003585,2024-09-19,F005,U02,Pigmento,283.89,9.44,2024-09-25,2024-09-30,Aprovado,False,2679.9215999999997
PC003586,2024-01-06,F002,U02,Pigmento,156.04,29.53,2024-01-16,2024-01-16,Aprovado,True,4607.8612
PC003587,2025-12-01,F023,U03,Carga Mineral,126.2,31.19,2025-12-05,2025-12-07,Aprovado,False,3936.1780000000003
PC003588,2025-08-14,F015,U01,Silicone Base,339.15,38.52,2025-09-05,2025-09-05,Aprovado,True,13064.058
PC003589,2025-04-17,F005,U03,Isocianato,440.29,27.1,2025-05-08,2025-05-08,Aprovado,True,11931.859
PC003590,2025-07-05,F012,U01,Carga Mineral,218.94,35.83,2025-07-23,2025-07-23,Aprovado,True,7844.620199999999
PC003591,2024-08-06,F006,U02,Poliol,352.15,29.51,2024-08-13,2024-08-13,Aprovado,True,10391.9465
PC003592,2024-01-04,F012,U01,Poliol,81.77,9.7,2024-01-27,2024-01-27,Aprovado,True,793.1689999999999
PC003593,2024-11-23,F022,U03,Poliol,511.8,17.25,2024-12-12,2024-12-12,Aprovado,True,8828.550000000001
PC003594,2025-04-15,F028,U01,Silicone Base,326.9,47.44,2025-04-29,2025-04-27,Aprovado,True,15508.135999999999
PC003595,2026-06-09,F007,U03,Isocianato,339.41,43.79,2026-06-22,2026-06-23,Aprovado,False,14862.7639
PC003596,2025-09-26,F019,U02,Carga Mineral,752.41,36.64,2025-10-15,2025-10-15,Aprovado,True,27568.3024
PC003597,2025-04-02,F006,U01,Isocianato,1760.87,6.78,2025-04-10,2025-04-10,Aprovado,True,11938.6986
PC003598,2026-04-02,F015,U03,Aditivo,143.44,44.84,2026-04-25,2026-04-24,Aprovado,True,6431.8496000000005
PC003599,2025-11-10,F003,U03,Aditivo,235.72,18.28,2025-11-27,2025-11-27,Aprovado,True,4308.9616000000005
PC003600,2026-01-06,F017,U03,Isocianato,238.02,20.06,2026-01-17,2026-01-19,Aprovado,False,4774.6812
PC003601,2025-12-29,F015,U02,Isocianato,156.77,37.44,2026-01-14,2026-01-12,Aprovado,True,5869.4688
PC003602,2025-08-04,F022,U02,Embalagem,180.19,46.74,2025-08-20,2025-08-22,Aprovado,False,8422.080600000001
PC003603,2025-09-25,F020,U01,Isocianato,361.51,4.68,2025-10-16,2025-10-16,Aprovado,True,1691.8667999999998
PC003604,2024-11-27,F007,U02,Aditivo,291.87,35.95,2024-12-15,2024-12-15,Aprovado,True,10492.7265
PC003605,2026-05-19,F026,U03,Embalagem,189.51,7.26,2026-06-09,2026-06-14,Aprovado,False,1375.8426
PC003606,2024-07-23,F027,U01,Carga Mineral,244.51,40.21,2024-08-09,2024-08-09,Aprovado,True,9831.7471
PC003607,2025-10-29,F024,U03,Pigmento,545.66,29.32,2025-11-20,2025-11-25,Aprovado,False,15998.751199999999
PC003608,2025-07-18,F028,U01,Poliol,475.62,31.59,2025-07-26,2025-07-28,Aprovado,False,15024.8358
PC003609,2024-11-26,F007,U02,Solvente,211.51,19.99,2024-11-30,2024-12-05,Aprovado,False,4228.0849
PC003610,2025-08-16,F012,U03,Poliol,233.13,29.86,2025-08-30,2025-08-29,Aprovado,True,6961.261799999999
PC003611,2024-07-31,F028,U02,Poliol,89.34,9.22,2024-08-11,2024-08-09,Aprovado,True,823.7148000000001
PC003612,2026-05-06,F005,U03,Aditivo,469.67,42.31,2026-05-26,2026-05-26,Aprovado,True,19871.7377
PC003613,2026-07-03,F003,U01,Aditivo,508.88,19.01,2026-07-16,2026-07-16,Aprovado,True,9673.8088
PC003614,2025-09-07,F021,U03,Isocianato,104.25,30.28,2025-09-14,2025-09-14,Aprovado,True,3156.69
PC003615,2024-02-22,F011,U02,Isocianato,383.13,41.86,2024-02-26,2024-02-25,Aprovado,True,16037.8218
PC003616,2025-10-01,F003,U03,Silicone Base,124.52,37.0,2025-10-23,2025-10-23,Aprovado,True,4607.24
PC003617,2024-06-14,F008,U02,Embalagem,308.95,47.36,2024-06-24,2024-06-24,Aprovado,True,14631.872
PC003618,2025-12-10,F009,U03,Poliol,940.75,26.21,2025-12-25,2025-12-25,Aprovado,True,24657.057500000003
PC003619,2025-08-02,F019,U01,Solvente,231.91,46.01,2025-08-11,2025-08-11,Aprovado,True,10670.1791
PC003620,2025-11-16,F010,U03,Poliol,178.59,4.11,2025-12-10,2025-12-09,Aprovado,True,734.0049
PC003621,2025-01-13,F016,U02,Embalagem,202.46,22.62,2025-01-30,2025-02-01,Aprovado,False,4579.6452
PC003622,2026-05-09,F025,U01,Silicone Base,247.73,45.02,2026-05-14,2026-05-15,Aprovado,False,11152.8046
PC003623,2024-12-10,F015,U01,Silicone Base,292.61,26.35,2025-01-01,2025-01-01,Aprovado,True,7710.273500000001
PC003624,2025-02-06,F004,U03,Aditivo,396.71,47.51,2025-02-20,2025-02-21,Aprovado,False,18847.692099999997
PC003625,2025-11-08,F015,U03,Carga Mineral,469.62,33.17,2025-11-14,2025-11-12,Aprovado,True,15577.2954
PC003626,2024-05-11,F015,U03,Solvente,294.23,15.24,2024-05-17,2024-05-15,Aprovado,True,4484.0652
PC003627,2025-03-15,F025,U03,Embalagem,167.37,31.21,2025-04-07,2025-04-07,Aprovado,True,5223.617700000001
PC003628,2026-05-31,F017,U01,Aditivo,581.82,8.92,2026-06-17,2026-06-17,Bloqueado,True,5189.834400000001
PC003629,2025-08-25,F019,U03,Pigmento,99.43,27.85,2025-09-01,2025-09-01,Aprovado,True,2769.1255000000006
PC003630,2024-02-11,F003,U01,Solvente,351.29,43.74,2024-02-27,2024-03-03,Aprovado,False,15365.424600000002
PC003631,2024-10-05,F023,U01,Embalagem,148.36,20.35,2024-10-26,2024-10-25,Aprovado,True,3019.1260000000007
PC003632,2024-10-31,F017,U03,Isocianato,222.06,33.63,2024-11-21,2024-11-19,Aprovado,True,7467.8778
PC003633,2026-07-17,F020,U02,Carga Mineral,221.72,28.21,2026-07-25,2026-07-27,Aprovado,False,6254.7212
PC003634,2025-06-23,F024,U02,Poliol,153.53,4.19,2025-07-16,2025-07-16,Aprovado,True,643.2907
PC003635,2025-09-13,F024,U01,Pigmento,570.47,47.39,2025-10-07,2025-10-12,Aprovado,False,27034.5733
PC003636,2026-05-27,F023,U03,Embalagem,185.42,7.73,2026-06-19,2026-06-18,Aprovado,True,1433.2966
PC003637,2024-03-11,F006,U01,Solvente,84.88,41.06,2024-03-28,2024-03-27,Aprovado,True,3485.1728
PC003638,2025-01-14,F010,U02,Silicone Base,396.89,13.07,2025-01-24,2025-01-24,Aprovado,True,5187.3523
PC003639,2025-04-08,F014,U02,Isocianato,196.13,44.64,2025-04-16,2025-04-21,Aprovado,False,8755.2432
PC003640,2024-04-18,F004,U01,Carga Mineral,71.44,25.44,2024-04-30,2024-05-02,Bloqueado,False,1817.4336
PC003641,2024-07-03,F010,U02,Aditivo,523.8,29.26,2024-07-13,2024-07-15,Aprovado,False,15326.387999999999
PC003642,2024-05-23,F012,U01,Silicone Base,450.87,10.5,2024-06-07,2024-06-08,Aprovado,False,4734.135
PC003643,2025-08-06,F013,U02,Pigmento,760.35,5.66,2025-08-15,2025-08-16,Aprovado,False,4303.581
PC003644,2025-03-06,F011,U03,Isocianato,112.82,5.08,2025-03-21,2025-03-20,Aprovado,True,573.1256
PC003645,2025-06-29,F002,U02,Pigmento,71.15,30.51,2025-07-12,2025-07-13,Aprovado,False,2170.7865
PC003646,2026-03-23,F014,U01,Pigmento,390.33,12.81,2026-03-27,2026-03-29,Aprovado,False,5000.1273
PC003647,2024-03-08,F025,U02,Pigmento,340.14,40.19,2024-03-27,2024-03-27,Aprovado,True,13670.226599999998
PC003648,2024-12-10,F027,U03,Silicone Base,298.64,46.16,2024-12-21,2024-12-21,Aprovado,True,13785.222399999999
PC003649,2025-02-03,F028,U01,Aditivo,479.29,34.69,2025-02-20,2025-02-20,Aprovado,True,16626.5701
PC003650,2024-03-05,F013,U01,Embalagem,260.28,9.2,2024-03-20,2024-03-21,Aprovado,False,2394.5759999999996
PC003651,2025-02-13,F027,U02,Pigmento,286.96,30.25,2025-03-06,2025-03-05,Aprovado,True,8680.539999999999
PC003652,2024-10-16,F029,U01,Aditivo,214.39,22.21,2024-11-07,2024-11-06,Aprovado,True,4761.6019
PC003653,2026-03-28,F001,U03,Poliol,230.96,15.91,2026-04-11,2026-04-10,Aprovado,True,3674.5736
PC003654,2026-01-29,F028,U02,Solvente,192.61,3.94,2026-02-18,2026-02-18,Reprovado,True,758.8834
PC003655,2026-01-28,F028,U02,Pigmento,244.17,35.69,2026-02-13,2026-02-15,Aprovado,False,8714.4273
PC003656,2024-03-27,F019,U02,Silicone Base,179.72,47.99,2024-04-18,2024-04-19,Aprovado,False,8624.7628
PC003657,2025-11-05,F029,U02,Poliol,232.94,6.17,2025-11-24,2025-11-24,Aprovado,True,1437.2398
PC003658,2024-07-14,F028,U01,Carga Mineral,406.5,34.23,2024-07-26,2024-07-27,Aprovado,False,13914.494999999999
PC003659,2025-05-14,F009,U03,Poliol,634.95,5.73,2025-05-29,2025-05-29,Aprovado,True,3638.2635000000005
PC003660,2024-04-07,F003,U01,Poliol,315.88,10.07,2024-04-19,2024-04-20,Aprovado,False,3180.9116
PC003661,2026-05-19,F024,U02,Embalagem,282.38,45.1,2026-05-27,2026-05-27,Aprovado,True,12735.338
PC003662,2025-05-30,F002,U03,Embalagem,62.46,31.35,2025-06-08,2025-06-07,Aprovado,True,1958.121
PC003663,2026-01-02,F001,U03,Pigmento,98.81,14.9,2026-01-26,2026-01-27,Aprovado,False,1472.269
PC003664,2025-07-20,F014,U01,Silicone Base,288.59,41.77,2025-08-10,2025-08-12,Aprovado,False,12054.4043
PC003665,2025-06-23,F007,U01,Pigmento,102.14,17.99,2025-07-10,2025-07-15,Aprovado,False,1837.4986
PC003666,2024-02-03,F023,U03,Pigmento,235.77,22.59,2024-02-16,2024-02-14,Aprovado,True,5326.0443000000005
PC003667,2026-01-14,F018,U03,Silicone Base,62.59,19.33,2026-02-06,2026-02-11,Aprovado,False,1209.8646999999999
PC003668,2024-04-26,F029,U02,Carga Mineral,192.05,24.36,2024-05-13,2024-05-15,Aprovado,False,4678.338
PC003669,2025-07-06,F020,U01,Silicone Base,251.72,25.77,2025-07-29,2025-07-28,Aprovado,True,6486.8243999999995
PC003670,2025-10-24,F012,U03,Poliol,83.19,26.06,2025-11-05,2025-11-05,Aprovado,True,2167.9314
PC003671,2024-03-23,F020,U01,Solvente,806.56,17.97,2024-04-09,2024-04-10,Aprovado,False,14493.883199999998
PC003672,2024-09-21,F027,U03,Embalagem,256.59,6.68,2024-10-03,2024-10-02,Aprovado,True,1714.0211999999997
PC003673,2025-10-25,F005,U02,Carga Mineral,232.62,23.05,2025-10-31,2025-11-02,Aprovado,False,5361.8910000000005
PC003674,2026-03-05,F021,U02,Isocianato,151.83,27.42,2026-03-15,2026-03-20,Aprovado,False,4163.1786
PC003675,2025-11-29,F010,U01,Aditivo,721.78,21.64,2025-12-05,2025-12-05,Aprovado,True,15619.3192
PC003676,2024-10-01,F008,U02,Silicone Base,419.26,25.34,2024-10-08,2024-10-08,Aprovado,True,10624.0484
PC003677,2024-12-12,F002,U02,Embalagem,183.08,6.95,2024-12-27,2024-12-29,Aprovado,False,1272.4060000000002
PC003678,2025-10-07,F012,U03,Isocianato,229.8,36.41,2025-10-30,2025-11-01,Aprovado,False,8367.018
PC003679,2024-10-11,F024,U02,Poliol,370.16,39.41,2024-10-31,2024-10-30,Aprovado,True,14588.0056
PC003680,2026-02-01,F001,U03,Aditivo,88.07,35.07,2026-02-10,2026-02-15,Aprovado,False,3088.6148999999996
PC003681,2024-02-03,F014,U02,Pigmento,476.85,16.87,2024-02-10,2024-02-15,Aprovado,False,8044.459500000001
PC003682,2024-11-23,F012,U02,Isocianato,4959.67,8.4,2024-12-05,2024-12-07,Aprovado,False,41661.228
PC003683,2026-01-18,F019,U03,Solvente,569.64,17.62,2026-02-02,2026-02-02,Aprovado,True,10037.0568
PC003684,2024-11-01,F021,U01,Solvente,139.73,10.3,2024-11-19,2024-11-17,Aprovado,True,1439.219
PC003685,2025-07-24,F006,U01,Silicone Base,90.95,5.09,2025-07-28,2025-07-29,Aprovado,False,462.9355
PC003686,2026-03-11,F010,U01,Carga Mineral,290.77,39.32,2026-03-26,2026-03-24,Aprovado,True,11433.0764
PC003687,2024-08-21,F014,U02,Embalagem,166.36,9.52,2024-09-03,2024-09-03,Aprovado,True,1583.7472
PC003688,2024-06-01,F005,U01,Poliol,450.77,43.38,2024-06-18,2024-06-18,Aprovado,True,19554.4026
PC003689,2024-10-07,F012,U02,Pigmento,330.21,46.31,2024-10-13,2024-10-15,Aprovado,False,15292.025099999999
PC003690,2025-05-27,F003,U03,Poliol,364.78,44.83,2025-06-11,2025-06-11,Aprovado,True,16353.087399999999
PC003691,2026-04-23,F015,U01,Embalagem,66.46,19.84,2026-05-16,2026-05-21,Aprovado,False,1318.5664
PC003692,2025-10-21,F027,U01,Isocianato,319.22,47.13,2025-11-11,2025-11-16,Bloqueado,False,15044.838600000003
