medicao_id,calibracao_id,ponto,erro,tolerancia
ME12916,CA00547,25%,0.0837,0.363
ME12917,CA01785,75%,-0.3298,0.157
ME12918,CA02141,75%,0.316,0.196
ME12919,CA04328,50%,0.0274,0.108
ME12920,CA02284,75%,-0.1686,0.378
ME12921,CA03999,50%,-0.18,0.318
ME12922,CA06301,50%,0.3076,0.499
ME12923,CA01935,25%,-0.4257,0.374
ME12924,CA04384,50%,-0.241,0.328
ME12925,CA03973,50%,-0.1124,0.251
ME12926,CA02225,25%,0.2021,0.211
ME12927,CA03451,25%,0.1733,0.339
ME12928,CA06001,100%,-0.0534,0.267
ME12929,CA04201,25%,-0.0706,0.347
ME12930,CA00162,75%,-0.1322,0.258
ME12931,CA04235,50%,-0.0902,0.296
ME12932,CA06793,75%,-0.0352,0.203
ME12933,CA06803,100%,-0.1593,0.282
ME12934,CA04767,25%,-0.1579,0.24
ME12935,CA04635,75%,-0.4822,0.168
ME12936,CA01616,75%,-0.073,0.462
ME12937,CA04234,100%,0.081,0.183
ME12938,CA00872,25%,0.0798,0.104
ME12939,CA03507,75%,-0.2405,0.412
ME12940,CA03511,25%,-0.1492,0.431
ME12941,CA03280,50%,-0.1036,0.429
ME12942,CA01996,25%,0.0487,0.447
ME12943,CA02978,75%,-0.1191,0.239
ME12944,CA02577,100%,0.3272,0.398
ME12945,CA07120,25%,0.2003,0.183
ME12946,CA03844,25%,-0.1214,0.415
ME12947,CA03737,25%,-0.1432,0.435
ME12948,CA04764,25%,-0.2723,0.436
ME12949,CA07130,75%,-0.2135,0.14
ME12950,CA01506,75%,0.001,0.405
ME12951,CA03517,100%,0.0127,0.236
ME12952,CA03573,75%,-0.1006,0.292
ME12953,CA04822,50%,0.4509,0.309
ME12954,CA03646,25%,0.3353,0.407
ME12955,CA01295,50%,-0.2428,0.2
ME12956,CA00677,75%,0.1491,0.408
ME12957,CA03703,50%,-0.2189,0.175
ME12958,CA05179,75%,-0.2511,0.328
ME12959,CA04157,75%,0.0694,0.355
ME12960,CA05410,75%,0.009,0.117
ME12961,CA00478,25%,-0.2268,0.492
ME12962,CA05520,75%,0.0425,0.343
ME12963,CA05660,50%,0.045,0.17
ME12964,CA05803,50%,-0.055,0.449
ME12965,CA05804,50%,0.2163,0.479
ME12966,CA04782,75%,-0.1885,0.161
ME12967,CA02194,50%,0.0214,0.154
ME12968,CA06702,100%,0.021,0.442
ME12969,CA00469,25%,0.1822,0.277
ME12970,CA05307,100%,0.2925,0.455
ME12971,CA01429,100%,0.194,0.386
ME12972,CA01767,100%,0.0902,0.365
ME12973,CA04692,75%,-0.0047,0.455
ME12974,CA01936,75%,0.0074,0.313
ME12975,CA05994,25%,0.0037,0.288
ME12976,CA06293,25%,-0.0518,0.141
ME12977,CA01394,50%,-0.1023,0.327
ME12978,CA05264,100%,-0.3402,0.363
ME12979,CA03400,100%,0.4416,0.418
ME12980,CA00134,75%,0.1081,0.494
ME12981,CA06562,75%,-0.0372,0.306
ME12982,CA05106,75%,-0.3197,0.209
ME12983,CA07200,50%,-0.0194,0.406
ME12984,CA02117,75%,-0.0429,0.449
ME12985,CA01732,25%,0.1463,0.279
ME12986,CA01097,25%,0.0732,0.426
ME12987,CA01284,75%,0.2489,0.343
ME12988,CA04776,50%,-0.1159,0.431
ME12989,CA04351,100%,0.1437,0.456
ME12990,CA05666,75%,0.0287,0.48
ME12991,CA03663,50%,0.2618,0.132
ME12992,CA03232,100%,-0.0733,0.247
ME12993,CA03025,25%,-0.1443,0.223
ME12994,CA03438,25%,0.0986,0.394
ME12995,CA02727,75%,-0.2188,0.197
ME12996,CA03657,100%,-0.1266,0.269
ME12997,CA03553,50%,-0.073,0.401
ME12998,CA05378,50%,-0.0915,0.284
ME12999,CA06005,100%,0.0591,0.243
ME13000,CA05035,100%,0.281,0.183
ME13001,CA00774,100%,-0.0754,0.27
ME13002,CA00739,50%,0.1856,0.246
ME13003,CA06112,25%,-0.0153,0.467
ME13004,CA05676,75%,-0.0872,0.134
ME13005,CA06873,100%,0.3057,0.174
ME13006,CA07188,25%,-0.0115,0.104
ME13007,CA07022,50%,0.4872,0.2
ME13008,CA00752,50%,-0.0338,0.385
ME13009,CA05907,75%,0.2891,0.303
ME13010,CA00523,100%,0.1492,0.467
ME13011,CA06672,75%,0.4771,0.323
ME13012,CA07005,75%,0.0002,0.376
ME13013,CA01212,100%,-0.1525,0.365
ME13014,CA00377,75%,0.1125,0.142
ME13015,CA00080,25%,0.2236,0.277
ME13016,CA01665,25%,-0.1395,0.288
ME13017,CA04759,25%,0.093,0.401
ME13018,CA05022,100%,0.1914,0.109
ME13019,CA07116,100%,0.1917,0.307
ME13020,CA01893,50%,0.1515,0.184
ME13021,CA06975,100%,0.0696,0.264
ME13022,CA04353,50%,-0.1407,0.48
ME13023,CA02565,75%,0.1888,0.396
ME13024,CA00066,25%,-0.4818,0.218
ME13025,CA06073,75%,-0.1098,0.245
ME13026,CA01030,50%,0.1198,0.236
ME13027,CA03595,75%,0.493,0.345
ME13028,CA06608,25%,0.1163,0.161
ME13029,CA01450,25%,0.0001,0.368
ME13030,CA01432,75%,-0.0563,0.28
ME13031,CA04820,50%,0.0549,0.22
ME13032,CA04997,75%,-0.1189,0.24
ME13033,CA03681,50%,0.0507,0.419
ME13034,CA06776,50%,-0.0109,0.213
ME13035,CA00464,75%,0.0831,0.435
ME13036,CA05991,25%,0.2923,0.385
ME13037,CA03737,75%,-0.0374,0.411
ME13038,CA01217,50%,-0.235,0.42
ME13039,CA07043,100%,0.1985,0.407
ME13040,CA02131,25%,-0.0307,0.415
ME13041,CA03153,25%,-0.0158,0.137
ME13042,CA01042,50%,-0.4994,0.137
ME13043,CA05672,25%,-0.1271,0.15
ME13044,CA04113,50%,0.2038,0.411
ME13045,CA03368,75%,-0.1054,0.366
ME13046,CA00848,50%,-0.0617,0.129
ME13047,CA03501,75%,0.0715,0.357
ME13048,CA06058,25%,0.4677,0.432
ME13049,CA06594,75%,0.11,0.279
ME13050,CA01753,75%,-0.0658,0.279
ME13051,CA06844,100%,0.7823,0.156
ME13052,CA02860,25%,-0.1268,0.402
ME13053,CA02520,50%,-0.0857,0.37
ME13054,CA05106,50%,-0.2884,0.163
ME13055,CA04612,25%,-0.1353,0.395
ME13056,CA03229,100%,-0.2424,0.304
ME13057,CA03741,50%,0.0907,0.117
ME13058,CA02672,50%,-0.2154,0.312
ME13059,CA03430,25%,0.0977,0.384
ME13060,CA01709,100%,0.1161,0.457
ME13061,CA00868,50%,0.0356,0.165
ME13062,CA04701,50%,-0.1046,0.38
ME13063,CA01201,25%,-0.1545,0.315
ME13064,CA01650,75%,0.0291,0.179
ME13065,CA02443,25%,-0.0713,0.326
ME13066,CA05775,50%,0.1763,0.32
ME13067,CA04616,25%,-0.0178,0.365
ME13068,CA04998,25%,0.131,0.397
ME13069,CA03990,50%,-0.022,0.11
ME13070,CA02605,100%,0.0178,0.121
ME13071,CA01051,50%,-0.2076,0.494
ME13072,CA01105,75%,0.057,0.184
ME13073,CA04767,25%,-0.0073,0.188
ME13074,CA04212,50%,0.2161,0.21
ME13075,CA04033,100%,0.1015,0.115
ME13076,CA06167,75%,-0.0994,0.264
ME13077,CA05302,25%,0.0518,0.219
ME13078,CA06452,100%,0.281,0.353
ME13079,CA06673,25%,0.1098,0.413
ME13080,CA02006,50%,-0.0295,0.321
ME13081,CA02456,100%,-0.0583,0.411
ME13082,CA06660,50%,-0.1695,0.289
ME13083,CA07159,75%,-0.0641,0.242
ME13084,CA04058,75%,0.2979,0.279
ME13085,CA00764,75%,0.0825,0.488
ME13086,CA03321,50%,0.0974,0.42
ME13087,CA06593,100%,-0.1051,0.467
ME13088,CA03183,100%,-0.1959,0.183
ME13089,CA05113,50%,-0.139,0.494
ME13090,CA07114,100%,-0.1433,0.184
ME13091,CA01269,25%,-0.0983,0.243
ME13092,CA00672,75%,0.1885,0.136
ME13093,CA03942,100%,-0.2824,0.204
ME13094,CA01010,75%,0.1547,0.491
ME13095,CA07046,100%,-0.0436,0.252
ME13096,CA06917,100%,0.018,0.275
ME13097,CA02159,50%,-0.0976,0.376
ME13098,CA02026,100%,-0.0589,0.179
ME13099,CA03817,75%,0.0979,0.146
ME13100,CA06603,50%,-0.368,0.161
ME13101,CA00084,75%,-0.1614,0.127
ME13102,CA02708,100%,0.0845,0.29
ME13103,CA05335,100%,0.0828,0.459
ME13104,CA00368,50%,0.2037,0.307
ME13105,CA03640,75%,0.228,0.254
ME13106,CA03243,100%,-0.0406,0.253
ME13107,CA02503,75%,-0.0791,0.464
ME13108,CA04218,50%,0.1973,0.329
ME13109,CA00174,25%,-0.0348,0.219
ME13110,CA02862,50%,-0.1638,0.112
ME13111,CA03659,75%,-0.3245,0.407
ME13112,CA01343,25%,0.1029,0.232
ME13113,CA03689,100%,-0.1475,0.29
ME13114,CA06608,75%,0.1043,0.294
ME13115,CA06925,75%,-0.0135,0.141
ME13116,CA02081,100%,-0.0186,0.368
ME13117,CA03528,50%,0.1303,0.348
ME13118,CA03514,50%,0.1684,0.481
ME13119,CA00313,25%,-0.0769,0.156
ME13120,CA06639,75%,0.1097,0.452
ME13121,CA05846,100%,0.0256,0.253
ME13122,CA00545,50%,0.2316,0.291
ME13123,CA04778,50%,-0.1078,0.32
ME13124,CA07187,75%,0.0231,0.414
ME13125,CA06378,75%,0.0781,0.309
ME13126,CA06282,100%,0.2574,0.219
ME13127,CA05798,50%,0.0608,0.2
ME13128,CA00122,75%,0.3652,0.23
ME13129,CA02062,50%,0.1543,0.47
ME13130,CA02481,100%,0.2338,0.399
ME13131,CA02906,50%,0.1792,0.402
ME13132,CA05005,75%,0.003,0.362
ME13133,CA04467,100%,0.0005,0.231
ME13134,CA06007,100%,-0.1423,0.272
ME13135,CA04831,75%,0.0319,0.417
ME13136,CA05292,75%,-0.3361,0.398
ME13137,CA05559,75%,0.0467,0.364
ME13138,CA00536,50%,-0.1029,0.196
ME13139,CA02286,25%,0.0838,0.332
ME13140,CA05184,50%,0.0645,0.404
ME13141,CA00512,25%,-0.2516,0.103
ME13142,CA00450,100%,-0.1187,0.264
ME13143,CA04056,100%,-0.1134,0.198
ME13144,CA03805,100%,0.493,0.202
ME13145,CA00421,25%,0.0786,0.141
ME13146,CA04451,75%,0.1376,0.4
ME13147,CA06196,50%,0.1408,0.213
ME13148,CA05743,75%,-0.1036,0.137
ME13149,CA00540,75%,-0.0879,0.238
ME13150,CA00453,75%,-0.0692,0.267
ME13151,CA06247,100%,0.1098,0.41
ME13152,CA07173,50%,-0.1632,0.287
ME13153,CA04325,100%,0.1099,0.353
ME13154,CA04144,25%,0.1673,0.335
ME13155,CA03398,25%,0.1298,0.105
ME13156,CA05949,50%,-0.0617,0.254
ME13157,CA05486,25%,-0.1267,0.254
ME13158,CA03258,100%,-0.2795,0.363
ME13159,CA00731,50%,0.118,0.446
ME13160,CA00657,25%,-0.0179,0.321
ME13161,CA04067,25%,-0.1831,0.466
ME13162,CA06893,75%,0.1493,0.147
ME13163,CA05002,50%,-0.097,0.215
ME13164,CA00961,50%,-0.0443,0.419
ME13165,CA04651,100%,0.1872,0.176
ME13166,CA05519,25%,0.152,0.118
ME13167,CA04313,100%,-0.2077,0.29
ME13168,CA03467,50%,0.1219,0.163
ME13169,CA05035,75%,-0.0317,0.164
ME13170,CA00235,25%,-0.0303,0.323
ME13171,CA06802,25%,0.1119,0.322
ME13172,CA03020,100%,-0.1326,0.468
ME13173,CA01479,25%,0.0251,0.204
ME13174,CA04160,50%,0.0948,0.244
ME13175,CA02236,100%,0.595,0.244
ME13176,CA05656,75%,-0.0268,0.481
ME13177,CA03304,25%,-0.0552,0.194
ME13178,CA01599,25%,0.1617,0.253
ME13179,CA06800,25%,0.2202,0.375
ME13180,CA01826,25%,0.0014,0.13
ME13181,CA04005,100%,-0.0473,0.437
ME13182,CA03361,25%,0.0773,0.476
ME13183,CA05366,100%,0.2354,0.253
ME13184,CA03792,100%,-0.2218,0.281
ME13185,CA01950,75%,-0.2513,0.141
ME13186,CA04000,50%,0.1434,0.205
ME13187,CA02274,100%,0.1492,0.106
ME13188,CA05696,75%,-0.0157,0.162
ME13189,CA02330,100%,-0.0926,0.433
ME13190,CA03942,75%,0.2415,0.33
ME13191,CA02045,100%,-0.1909,0.493
ME13192,CA04416,50%,-0.2896,0.175
ME13193,CA05745,50%,0.2575,0.347
ME13194,CA01936,75%,0.059,0.376
ME13195,CA03978,25%,-0.4328,0.172
ME13196,CA04789,75%,-0.1382,0.207
ME13197,CA00798,25%,-0.1682,0.402
ME13198,CA06137,100%,0.0992,0.411
ME13199,CA01398,50%,-0.1725,0.265
ME13200,CA05057,75%,0.0825,0.332
ME13201,CA01227,50%,0.1379,0.235
ME13202,CA01826,50%,0.1659,0.252
ME13203,CA03428,100%,0.3989,0.388
ME13204,CA05395,100%,-0.1078,0.145
ME13205,CA01047,25%,0.0335,0.139
ME13206,CA03528,100%,-0.0261,0.374
ME13207,CA00239,75%,0.0983,0.344
ME13208,CA04192,100%,-0.0718,0.166
ME13209,CA00303,25%,0.1155,0.322
ME13210,CA02872,100%,-0.0909,0.301
ME13211,CA01170,75%,0.1178,0.225
ME13212,CA01487,25%,-0.0757,0.4
ME13213,CA05738,100%,0.0316,0.31
ME13214,CA01848,100%,-0.1455,0.315
ME13215,CA01742,50%,-0.2507,0.391
ME13216,CA03910,100%,-0.0193,0.255
ME13217,CA01754,50%,-0.053,0.123
ME13218,CA05341,75%,0.2686,0.316
ME13219,CA06579,100%,0.011,0.119
ME13220,CA00833,75%,-0.0832,0.295
ME13221,CA01639,75%,0.0072,0.296
ME13222,CA04434,100%,0.1442,0.23
ME13223,CA00018,25%,0.0753,0.453
ME13224,CA05847,75%,0.4039,0.396
ME13225,CA05116,75%,0.0895,0.239
ME13226,CA00491,75%,-0.105,0.14
ME13227,CA02004,75%,-0.0898,0.381
ME13228,CA05683,100%,0.0609,0.15
ME13229,CA03501,50%,-0.0833,0.308
ME13230,CA03503,50%,-0.2732,0.343
ME13231,CA03700,75%,0.0352,0.168
ME13232,CA03430,75%,0.1289,0.326
ME13233,CA03753,75%,-0.02,0.126
ME13234,CA03272,75%,0.1823,0.447
ME13235,CA02780,75%,-0.0171,0.487
ME13236,CA07124,25%,-0.406,0.28
ME13237,CA00070,25%,-0.1281,0.464
ME13238,CA04208,100%,-0.0378,0.458
ME13239,CA02562,25%,-0.0706,0.458
ME13240,CA05169,100%,0.4398,0.121
ME13241,CA06946,50%,0.175,0.39
ME13242,CA00180,50%,0.2446,0.246
ME13243,CA03598,100%,0.026,0.432
ME13244,CA02749,50%,0.0522,0.287
ME13245,CA04059,50%,0.0529,0.353
ME13246,CA06222,75%,0.1954,0.198
ME13247,CA04353,50%,0.1878,0.392
ME13248,CA02097,100%,0.0171,0.125
ME13249,CA01706,50%,-0.034,0.433
ME13250,CA06841,75%,-0.0392,0.46
ME13251,CA04218,25%,-0.0568,0.329
ME13252,CA04267,75%,-0.2272,0.141
ME13253,CA01089,50%,0.0001,0.418
ME13254,CA04330,75%,-0.2272,0.271
ME13255,CA04440,25%,0.1852,0.136
ME13256,CA02643,75%,-0.064,0.418
ME13257,CA02976,100%,-0.0703,0.355
ME13258,CA06904,50%,0.0094,0.213
ME13259,CA02082,100%,-0.0503,0.36
ME13260,CA02343,50%,0.272,0.204
ME13261,CA02803,100%,-0.3136,0.282
ME13262,CA04311,25%,-0.0107,0.237
ME13263,CA01477,25%,-0.2653,0.195
ME13264,CA03763,100%,0.0749,0.266
ME13265,CA02208,25%,0.0055,0.458
ME13266,CA01573,75%,0.0705,0.196
ME13267,CA03923,100%,-0.0556,0.295
ME13268,CA01609,50%,0.3398,0.456
ME13269,CA04891,100%,-0.0439,0.481
ME13270,CA02544,100%,-0.2199,0.189
ME13271,CA02736,25%,0.0277,0.298
ME13272,CA03019,100%,-0.0634,0.472
ME13273,CA01193,75%,-0.091,0.351
ME13274,CA00437,25%,0.0915,0.384
ME13275,CA04781,25%,-0.0594,0.384
ME13276,CA05642,25%,-0.1765,0.281
ME13277,CA06660,50%,0.1312,0.21
ME13278,CA00442,50%,0.1922,0.445
ME13279,CA05453,50%,0.2194,0.19
ME13280,CA05039,75%,-0.3044,0.268
ME13281,CA04605,25%,0.3086,0.258
ME13282,CA00290,100%,0.1548,0.343
ME13283,CA05634,25%,-0.1695,0.435
ME13284,CA01238,75%,0.0684,0.31
ME13285,CA05330,75%,-0.0811,0.275
ME13286,CA00944,75%,-0.063,0.303
ME13287,CA03717,100%,-0.0831,0.311
ME13288,CA03893,25%,0.2714,0.48
ME13289,CA01429,75%,-0.2348,0.301
ME13290,CA03360,25%,-0.2569,0.181
ME13291,CA04574,100%,-0.0401,0.468
ME13292,CA02585,100%,-0.0316,0.411
ME13293,CA03225,25%,0.2945,0.159
ME13294,CA03234,50%,0.1896,0.34
ME13295,CA01407,75%,0.0573,0.187
ME13296,CA06929,50%,-0.2364,0.389
ME13297,CA00764,50%,0.1062,0.473
ME13298,CA02217,75%,0.2084,0.275
ME13299,CA05230,75%,-0.0087,0.269
ME13300,CA06240,100%,0.2106,0.122
ME13301,CA00449,50%,-0.1742,0.138
ME13302,CA02582,50%,-0.596,0.323
ME13303,CA06556,50%,-0.2339,0.117
ME13304,CA03157,50%,0.0227,0.47
ME13305,CA02290,25%,-0.0289,0.407
ME13306,CA03879,100%,-0.0856,0.41
ME13307,CA02939,50%,-0.3238,0.282
ME13308,CA04118,75%,-0.2112,0.491
ME13309,CA06279,75%,0.3789,0.203
ME13310,CA00811,75%,0.0123,0.374
ME13311,CA04252,50%,0.1898,0.371
ME13312,CA01128,75%,-0.3083,0.196
ME13313,CA01139,50%,-0.0243,0.134
ME13314,CA04495,25%,0.3531,0.139
ME13315,CA07198,100%,-0.2474,0.272
ME13316,CA01561,50%,-0.0634,0.23
ME13317,CA04987,25%,-0.0413,0.463
ME13318,CA04573,25%,-0.0396,0.474
ME13319,CA02513,25%,-0.1048,0.149
ME13320,CA06456,75%,0.2813,0.231
ME13321,CA03784,75%,-0.3023,0.307
ME13322,CA06154,25%,0.0667,0.201
ME13323,CA03370,50%,0.3446,0.225
ME13324,CA04975,100%,-0.044,0.448
ME13325,CA02117,25%,-0.2602,0.241
ME13326,CA07152,100%,-0.0843,0.191
ME13327,CA05087,75%,0.0448,0.49
ME13328,CA02829,75%,0.2944,0.495
ME13329,CA06227,50%,0.0973,0.212
ME13330,CA01047,50%,0.091,0.198
ME13331,CA00233,50%,-0.0768,0.36
ME13332,CA05803,100%,-0.3531,0.453
ME13333,CA02443,100%,0.2881,0.267
ME13334,CA06558,25%,-0.1237,0.484
ME13335,CA05053,100%,-0.5326,0.321
ME13336,CA00064,100%,0.1908,0.109
ME13337,CA04495,75%,-0.156,0.288
ME13338,CA02961,75%,-0.0956,0.419
ME13339,CA03282,25%,0.0536,0.447
ME13340,CA06112,75%,-0.0117,0.425
ME13341,CA06792,25%,0.0695,0.298
ME13342,CA05565,25%,-0.1439,0.151
ME13343,CA00859,50%,0.1534,0.393
ME13344,CA00739,100%,-0.0373,0.426
ME13345,CA00974,75%,0.0692,0.368
ME13346,CA06912,75%,-0.0927,0.115
ME13347,CA01838,75%,-0.2639,0.325
ME13348,CA05038,75%,0.1346,0.109
ME13349,CA01790,100%,0.2738,0.269
ME13350,CA06773,100%,-0.2031,0.215
ME13351,CA03804,75%,-0.1708,0.123
ME13352,CA05593,25%,-0.0024,0.126
ME13353,CA02128,100%,-0.0254,0.408
ME13354,CA04389,75%,-0.067,0.181
ME13355,CA01425,50%,-0.2166,0.482
ME13356,CA03301,50%,-0.0761,0.448
ME13357,CA05020,75%,-0.0059,0.257
ME13358,CA05782,75%,0.0165,0.401
ME13359,CA03720,25%,0.0007,0.404
ME13360,CA00523,25%,-0.0647,0.118
ME13361,CA02200,25%,0.0806,0.188
ME13362,CA01063,100%,-0.03,0.411
ME13363,CA04452,50%,0.1823,0.468
ME13364,CA01728,75%,0.1819,0.305
ME13365,CA03386,50%,-0.1119,0.265
ME13366,CA03156,25%,0.0646,0.104
ME13367,CA02815,25%,0.069,0.362
ME13368,CA03279,25%,-0.1657,0.382
ME13369,CA01318,25%,-0.278,0.363
ME13370,CA04681,25%,0.028,0.126
ME13371,CA00368,75%,0.0094,0.485
ME13372,CA03295,50%,0.0318,0.198
ME13373,CA00371,25%,0.395,0.139
ME13374,CA00593,100%,-0.1073,0.471
ME13375,CA05000,25%,0.2135,0.362
ME13376,CA03874,100%,-0.0671,0.332
ME13377,CA00283,100%,-0.1524,0.256
ME13378,CA02030,75%,0.0394,0.195
ME13379,CA02304,100%,0.1581,0.291
ME13380,CA00874,100%,-0.1301,0.136
ME13381,CA02994,100%,0.0444,0.127
ME13382,CA02518,75%,0.0405,0.475
ME13383,CA04359,75%,-0.0803,0.184
ME13384,CA04631,75%,0.1543,0.183
ME13385,CA05884,50%,-0.1088,0.457
ME13386,CA00025,25%,-0.1774,0.119
ME13387,CA02633,50%,0.1425,0.481
ME13388,CA06108,75%,-0.2161,0.152
ME13389,CA01242,75%,-0.4412,0.212
ME13390,CA04340,50%,0.0213,0.496
ME13391,CA04924,50%,-0.6699,0.45
ME13392,CA05911,25%,-0.1837,0.402
ME13393,CA06250,50%,-0.396,0.109
ME13394,CA04838,75%,-0.2147,0.114
ME13395,CA04827,25%,0.0649,0.409
ME13396,CA04810,75%,0.0747,0.121
ME13397,CA03490,25%,0.0028,0.487
ME13398,CA00536,25%,0.2925,0.389
ME13399,CA02071,100%,0.081,0.357
ME13400,CA02044,75%,-0.0767,0.354
ME13401,CA00936,25%,0.1771,0.223
ME13402,CA06665,100%,-0.2001,0.129
ME13403,CA05053,75%,0.0401,0.212
ME13404,CA06897,75%,-0.0372,0.295
ME13405,CA05099,100%,-0.0238,0.236
ME13406,CA03269,75%,0.0625,0.479
ME13407,CA06513,50%,0.0444,0.166
ME13408,CA05900,50%,0.0146,0.21
ME13409,CA06587,100%,0.0912,0.453
ME13410,CA00017,100%,-0.3588,0.291
ME13411,CA03736,75%,0.2085,0.429
ME13412,CA00490,25%,-0.1451,0.212
ME13413,CA04252,25%,-0.0877,0.392
ME13414,CA03581,100%,-0.0596,0.39
ME13415,CA04121,75%,-0.1386,0.22
ME13416,CA06289,75%,0.1663,0.132
ME13417,CA04984,75%,-0.1052,0.415
ME13418,CA05283,75%,-0.0064,0.192
ME13419,CA07143,25%,0.2542,0.197
ME13420,CA00547,25%,-0.0786,0.314
ME13421,CA03442,50%,0.2678,0.118
ME13422,CA06897,75%,0.2271,0.338
ME13423,CA04868,50%,0.0577,0.322
ME13424,CA04087,50%,0.0183,0.293
ME13425,CA01338,50%,0.415,0.166
ME13426,CA05403,100%,-0.0656,0.355
ME13427,CA03511,100%,0.1961,0.347
ME13428,CA00188,100%,0.035,0.217
ME13429,CA03624,50%,-0.0752,0.255
ME13430,CA03884,75%,-0.091,0.276
ME13431,CA05441,75%,0.11,0.201
ME13432,CA03731,75%,0.0558,0.238
ME13433,CA00749,50%,0.0686,0.401
ME13434,CA02211,75%,0.1251,0.269
ME13435,CA01591,25%,0.0497,0.33
ME13436,CA01475,25%,-0.0797,0.182
ME13437,CA06398,25%,0.3332,0.21
ME13438,CA04687,50%,0.0123,0.292
ME13439,CA05276,100%,-0.1041,0.439
ME13440,CA05760,100%,0.3479,0.148
ME13441,CA00811,25%,-0.1016,0.172
ME13442,CA00984,100%,0.0767,0.372
ME13443,CA02686,50%,0.0625,0.449
ME13444,CA07079,50%,-0.2089,0.284
ME13445,CA03592,100%,-0.0278,0.216
ME13446,CA02789,100%,0.1872,0.496
ME13447,CA03968,100%,-0.0973,0.198
ME13448,CA02804,50%,-0.2396,0.264
ME13449,CA01049,100%,-0.0535,0.229
ME13450,CA04778,75%,0.1245,0.44
ME13451,CA01733,50%,0.0233,0.43
ME13452,CA02861,25%,-0.2882,0.325
ME13453,CA03766,100%,0.2122,0.133
ME13454,CA05844,100%,-0.1328,0.366
ME13455,CA05444,25%,0.0068,0.234
ME13456,CA00955,25%,0.0864,0.439
ME13457,CA03002,25%,0.1217,0.173
ME13458,CA06108,100%,0.0481,0.4
ME13459,CA03449,75%,-0.1898,0.276
ME13460,CA05688,100%,0.0464,0.114
ME13461,CA02938,50%,-0.0415,0.424
ME13462,CA05196,50%,0.1526,0.488
ME13463,CA05567,50%,0.2408,0.414
ME13464,CA06334,25%,-0.1865,0.165
ME13465,CA02898,50%,-0.2352,0.125
ME13466,CA06141,100%,-0.1719,0.375
ME13467,CA03092,25%,0.0163,0.109
ME13468,CA01091,50%,-0.1657,0.487
ME13469,CA00404,50%,-0.0725,0.365
ME13470,CA03864,25%,-0.1412,0.266
ME13471,CA06774,100%,0.3002,0.152
ME13472,CA02028,50%,0.1599,0.373
ME13473,CA03497,25%,0.3153,0.401
ME13474,CA00561,50%,0.1607,0.193
ME13475,CA00390,25%,0.1257,0.353
ME13476,CA04344,75%,-0.0546,0.12
ME13477,CA00704,25%,-0.1174,0.367
ME13478,CA06378,25%,-0.018,0.359
ME13479,CA06165,100%,-0.2606,0.415
ME13480,CA03830,25%,0.2047,0.379
ME13481,CA06207,100%,-0.0299,0.255
ME13482,CA00688,25%,0.2952,0.203
ME13483,CA05155,50%,0.0723,0.329
ME13484,CA05236,100%,-0.2191,0.276
ME13485,CA05592,100%,-0.1372,0.412
ME13486,CA04902,25%,-0.1071,0.236
ME13487,CA01425,25%,0.4382,0.265
ME13488,CA01259,75%,-0.0904,0.301
ME13489,CA00087,75%,-0.1985,0.313
ME13490,CA04188,50%,0.2408,0.169
ME13491,CA02920,50%,-0.0156,0.329
ME13492,CA04587,100%,0.0303,0.202
ME13493,CA02096,100%,0.0181,0.474
ME13494,CA04969,100%,0.1951,0.432
ME13495,CA04820,50%,-0.136,0.485
ME13496,CA07107,50%,-0.1302,0.489
ME13497,CA02525,100%,0.1044,0.147
ME13498,CA04570,100%,0.0025,0.385
ME13499,CA02595,25%,-0.0535,0.148
ME13500,CA02446,50%,0.1407,0.102
ME13501,CA00673,75%,0.2021,0.275
ME13502,CA00307,25%,0.2069,0.244
ME13503,CA05431,75%,0.0338,0.145
ME13504,CA01152,100%,0.1145,0.267
ME13505,CA01044,100%,-0.2192,0.481
ME13506,CA01250,25%,-0.1563,0.184
ME13507,CA05623,100%,0.1484,0.225
ME13508,CA03338,50%,0.1496,0.244
ME13509,CA04907,50%,0.1308,0.433
ME13510,CA06295,100%,-0.0273,0.159
ME13511,CA00131,75%,0.1236,0.218
ME13512,CA05623,75%,-0.1732,0.448
ME13513,CA02860,100%,0.059,0.441
ME13514,CA05657,75%,-0.043,0.122
ME13515,CA04667,75%,0.2813,0.248
ME13516,CA01454,75%,0.0633,0.422
ME13517,CA01507,25%,-0.0878,0.372
ME13518,CA03226,25%,-0.2616,0.474
ME13519,CA00465,25%,-0.2797,0.426
ME13520,CA06485,25%,-0.272,0.26
ME13521,CA03128,100%,-0.0622,0.205
ME13522,CA00622,50%,-0.1622,0.166
ME13523,CA06296,50%,0.0613,0.169
ME13524,CA05771,75%,-0.0322,0.451
ME13525,CA01828,50%,0.1179,0.354
ME13526,CA06255,25%,0.1962,0.361
ME13527,CA05852,100%,0.0433,0.199
ME13528,CA03849,25%,0.2645,0.406
ME13529,CA06149,50%,-0.1617,0.429
ME13530,CA00514,25%,0.2624,0.477
ME13531,CA04598,75%,0.0194,0.147
ME13532,CA03918,100%,0.0624,0.38
ME13533,CA06632,100%,-0.0355,0.482
ME13534,CA04447,50%,0.4571,0.33
ME13535,CA01554,50%,-0.0225,0.342
ME13536,CA06661,25%,-0.1394,0.426
ME13537,CA02810,75%,0.3232,0.231
ME13538,CA04966,75%,-0.1887,0.22
ME13539,CA06438,50%,-0.3896,0.482
